Class,Confidence,X,Y,Width,Height,Timestamp
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,391,126,613,410
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,339,125,570,409
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,224,145,391,435
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,205,138,394,444
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,226,153,402,428
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,238,132,431,424
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,301,131,541,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,350,121,583,407
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,397,128,617,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,416,100,622,427
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,394,128,619,406
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,354,128,586,401
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,308,124,543,407
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,226,143,402,434
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,204,148,400,435
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,220,153,406,429
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,324,108,556,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,392,129,609,408
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,410,111,626,417
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,404,120,627,411
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,375,121,590,411
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,314,116,555,413
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,289,131,517,418
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,279,144,463,413
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,262,140,453,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,250,125,457,431
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,258,131,460,420
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,259,130,460,426
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,255,129,466,425
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,255,129,464,424
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,259,128,467,432
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,262,130,466,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,262,131,469,423
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,264,127,465,424
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,265,134,468,424
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,261,131,467,425
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,264,130,469,420
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,262,132,467,419
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,274,138,468,414
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,418,94,624,388
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,182,125,360,439
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,192,132,372,440
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,200,124,397,432
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,219,122,403,419
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,225,133,409,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,226,132,412,401
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,222,127,410,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,216,134,406,408
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,215,136,404,409
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,213,135,410,404
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,221,132,414,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,233,129,421,406
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,237,118,437,425
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,307,123,519,407
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,349,106,549,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,363,102,553,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,369,125,552,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,362,131,558,422
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,369,132,560,412
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,355,112,551,417
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,361,120,553,407
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,374,104,556,419
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,373,105,559,405
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,372,106,553,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,363,103,553,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,350,109,542,380
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,342,109,528,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,329,120,523,371
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,119,518,367
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,315,110,508,372
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,314,116,502,365
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,311,109,496,375
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,309,110,492,383
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,310,113,497,380
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,314,118,500,375
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,123,507,381
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,320,119,513,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,329,116,517,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,330,116,517,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,328,115,515,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,334,114,517,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,339,117,515,403
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,329,113,516,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,331,117,516,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,329,120,516,385
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,333,116,516,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,326,115,517,384
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,325,119,517,388
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,118,515,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,117,514,393
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,119,517,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,324,122,514,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,118,511,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,318,114,514,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,117,513,393
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,118,511,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,313,119,512,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,120,511,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,320,120,510,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,312,123,507,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,310,128,507,384
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,124,503,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,315,119,507,388
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,311,126,506,384
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,124,503,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,316,119,513,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,313,116,509,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,311,118,509,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,317,120,512,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,117,515,385
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,316,118,511,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,320,112,510,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,114,509,394
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,325,116,515,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,318,123,517,376
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,118,514,386
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,327,124,515,374
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,324,116,514,372
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,326,112,514,380
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,332,113,517,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,332,117,519,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,332,112,516,393
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,332,118,517,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,331,118,518,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,326,117,518,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,326,123,510,397
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,328,118,510,402
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,330,118,512,401
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,330,121,511,399
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,320,119,513,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,323,122,513,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,327,123,512,398
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,120,514,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,119,515,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,123,509,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,326,123,509,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,325,119,515,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,319,123,512,383
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,118,510,391
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,327,119,521,387
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,320,123,520,385
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,321,123,511,399
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,322,125,505,396
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,315,120,507,389
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,316,128,491,392
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,313,117,491,390
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,311,120,486,381
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,309,121,483,402
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,312,121,482,403
"18:15 PM Wednesday, 08 November 2023 ()",hyena danger,314,128,486,398
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,255,126,424,364
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,262,124,431,361
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,266,127,440,361
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,267,125,435,365
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,264,123,439,361
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,271,119,441,360
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,271,124,439,363
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,266,120,449,363
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,270,118,451,364
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,275,119,453,366
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,282,115,468,367
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,298,101,479,372
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,321,83,493,395
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,104,521,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,347,101,529,399
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,344,99,533,397
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,344,99,535,397
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,341,103,526,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,319,104,498,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,118,488,403
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,299,118,470,406
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,280,122,459,414
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,264,135,446,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,253,146,441,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,244,140,424,443
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,229,138,426,448
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,231,136,427,450
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,247,142,429,438
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,267,133,459,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,304,135,509,433
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,347,108,565,442
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,440,78,636,496
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,256,135,418,372
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,256,135,420,366
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,256,135,426,370
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,263,135,433,373
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,262,132,444,367
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,278,128,453,370
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,282,124,464,369
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,283,125,464,374
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,278,126,459,371
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,273,129,459,366
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,273,134,465,372
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,293,121,470,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,308,112,495,392
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,320,112,502,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,318,114,508,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,296,132,478,398
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,278,133,455,394
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,262,131,440,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,256,138,434,392
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,257,138,438,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,284,131,468,398
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,130,491,398
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,324,127,516,396
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,342,99,531,406
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,367,116,561,406
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,381,115,570,402
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,390,113,575,407
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,381,113,568,407
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,365,103,564,424
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,117,547,410
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,119,531,409
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,332,107,509,431
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,322,109,514,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,111,518,410
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,345,109,525,415
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,356,113,552,409
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,107,560,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,372,99,573,430
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,370,99,579,433
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,370,102,587,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,369,101,591,448
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,365,103,594,453
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,104,595,455
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,360,102,605,470
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,359,106,605,471
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,359,111,610,468
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,107,614,472
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,126,626,470
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,66,535,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,321,82,519,410
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,94,499,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,313,104,494,379
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,110,488,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,115,486,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,116,483,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,311,109,480,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,312,115,484,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,325,86,510,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,101,539,373
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,397,101,571,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,415,101,609,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,413,97,609,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,494,113,640,379
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,518,107,640,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,525,123,641,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,108,524,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,105,520,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,108,519,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,115,525,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,102,521,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,113,518,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,117,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,117,517,377
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,115,520,378
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,120,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,118,516,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,121,519,374
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,123,516,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,332,117,515,376
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,123,519,375
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,341,108,522,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,524,392
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,537,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,540,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,113,539,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,353,107,526,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,344,107,518,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,337,104,520,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,109,522,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,111,522,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,114,518,376
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,332,121,517,377
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,334,114,516,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,114,515,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,114,508,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,323,126,506,380
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,125,508,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,328,122,511,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,125,511,381
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,119,516,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,116,516,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,118,516,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,116,516,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,120,516,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,114,517,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,329,120,517,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,124,517,384
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,121,515,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,333,120,511,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,121,512,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,124,511,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,325,118,513,387
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,326,120,514,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,326,121,513,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,327,118,513,383
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,321,115,513,393
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,322,113,510,394
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,319,116,508,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,322,115,506,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,317,117,502,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,119,504,390
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,121,496,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,311,126,497,382
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,311,122,495,385
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,119,497,391
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,309,119,495,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,308,120,493,388
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,314,119,497,389
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,316,118,498,386
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,330,105,505,400
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,335,114,508,395
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,120,515,402
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,331,117,518,406
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,346,107,527,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,356,121,541,403
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,114,550,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,110,553,413
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,110,554,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,369,113,562,411
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,372,110,563,415
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,373,113,565,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,111,568,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,367,110,567,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,370,112,562,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,110,560,417
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,362,110,561,415
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,361,107,561,421
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,363,113,560,412
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,363,113,566,416
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,357,110,564,418
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,104,558,422
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,366,111,555,414
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,364,113,556,414
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,359,109,555,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,107,551,431
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,110,552,429
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,108,548,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,110,550,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,545,431
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,107,544,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,110,547,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,105,544,435
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,347,107,547,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,106,541,441
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,346,114,547,425
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,342,112,540,428
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,109,550,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,111,546,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,352,107,546,434
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,108,548,442
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,108,545,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,110,543,436
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,350,101,544,438
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,107,549,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,348,104,546,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,107,547,437
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,106,549,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,105,546,440
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,352,116,545,438
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,108,550,443
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,111,549,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,356,114,553,426
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,354,111,558,432
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,349,114,556,439
"18:18 PM Wednesday, 08 November 2023 ()",hyena danger,351,119,568,430
